Significant.UC_K	Ratio.UC.H	minus.log.pvalue	Number.of.samples.quantified.in	Quantified.in.over.70.pct.samples	Cluster	Protein.names	Gene.names	Protein.IDs	Majority.protein.IDs	Zscore.difference.UC-K	Gene.name	pvalue	adj_pvalue	logFC	stat	ENSG.ID	Gene.type	Chromosome	idx	top_2000	top_100	significance
NA	0.841701	1.21601	32	+	NA	Collagen alpha-1(XVI) chain	COL16A1	Q07092-2;Q07092;A6NCT7;H7BZL8;H7C3F0;H7BY97	Q07092-2;Q07092	-0.809726	COL16A1	0.06081209986140454	0.09408607093893563	-0.24862026352662803	-0.5844620408621498	ENSG00000084636	protein_coding	1	4501	no	no	not_significant
NA	0.93698	3.10432	32	+	NA	Heterogeneous nuclear ribonucleoprotein H3	HNRPH3;HNRNPH3	A0A024QZK8;P31942;Q53F48;P31942-3;P31942-2;A0A024QZP1;B4DHY1;P31942-4;P31942-5;P31942-6	A0A024QZK8;P31942;Q53F48;P31942-3;P31942-2;A0A024QZP1;B4DHY1;P31942-4	-0.292782	HNRNPH3	7.864660865229535e-4	0.001907257364336449	-0.09390984124917694	-0.586280826622748	ENSG00000096746	protein_coding	10	4502	no	no	significant
NA	0.912204	2.23193	32	+	NA	Dual specificity protein phosphatase 23	DUSP23	A0A140VJI5;Q9BVJ7	A0A140VJI5;Q9BVJ7	-0.389795	DUSP23	0.005862326464381705	0.011658940659644174	-0.13257159848306602	-0.5879678210189726	ENSG00000158716	protein_coding	1	4503	no	no	not_significant
NA	0.886529	1.72174	32	+	NA	Transgelin-2	TAGLN2	P37802;X6RJP6;P37802-2;B7Z5A2	P37802;X6RJP6;P37802-2	-0.458528	TAGLN2	0.018978417661393625	0.033417578251155516	-0.1737602697736898	-0.5881777103275686	ENSG00000158710	protein_coding	1	4504	yes	no	not_significant
NA	0.900464	1.97474	32	+	NA	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	PTPMT1	Q8WUK0;B4DGK8;E9PQM0;Q8WUK0-2;Q8WUK0-3	Q8WUK0;B4DGK8;E9PQM0;Q8WUK0-2;Q8WUK0-3	-0.370363	PTPMT1	0.010598880607155409	0.019861659901408802	-0.15125949566826333	-0.5904804712452366	ENSG00000110536	protein_coding	11	4505	no	no	not_significant
NA	0.912362	2.25153	32	+	NA	Dihydropyrimidinase-related protein 2	DPYSL2	A0A1C7CYX9;Q59GB4;Q16555;Q53ET2;Q16555-2;Q8NAN9;A9CQZ4;E5RFU4;A9CQZ2	A0A1C7CYX9;Q59GB4;Q16555;Q53ET2;Q16555-2	-0.406925	DPYSL2	0.005603637074736234	0.011219191798778186	-0.13232173542847633	-0.591897716183806	ENSG00000092964	protein_coding	8	4506	no	no	not_significant
NA	0.878458	1.61959	32	+	NA	Hemopexin	HPX	P02790;Q9BS19;B7Z8Q4	P02790;Q9BS19	-0.479956	HPX	0.024010986302719358	0.041188332675732735	-0.18695478377062202	-0.5937618706395386	ENSG00000110169	protein_coding	11	4507	no	no	not_significant
NA	0.884067	1.70042	31	+	NA	Platelet-derived growth factor receptor beta	PDGFRB	P09619;A8KAM8;P09619-2;E5RJ14;E5RH16;E5RII0	P09619;A8KAM8	-0.493089	PDGFRB	0.019933336579770457	0.03491015389671495	-0.17777238488051653	-0.5939528850932235	ENSG00000113721	protein_coding	5	4508	yes	no	not_significant
NA	0.920121	2.48269	32	+	NA	Mimitin, mitochondrial	NDUFAF2	A0A0S2Z5U1;Q8N183;A0A0S2Z5U2;A0A0S2Z5T4;D6RA56;A0PJB9;H0YA50	A0A0S2Z5U1;Q8N183;A0A0S2Z5U2	-0.319774	NDUFAF2	0.003290864494204625	0.006964649566105886	-0.12010450043365156	-0.5945240745292398	ENSG00000164182	protein_coding	5	4509	no	no	significant
NA	0.849454	1.31227	32	+	NA	Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase C	PPIC	A8K2Q6;P45877;B4E200	A8K2Q6;P45877	-0.574632	PPIC	0.04872254888256811	0.07765470162108279	-0.2353922708077472	-0.598484780966437	ENSG00000168938	protein_coding	5	4510	no	no	not_significant
NA	0.922408	2.57149	32	+	NA	Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)	DAK;TKFC	A0A024R529;A0A140VJH7;Q3LXA3;H0YCY6;Q3LXA3-2;Q9UFX5;I3L252;E9PJG8;A0AUP5;E9PQR1	A0A024R529;A0A140VJH7;Q3LXA3;H0YCY6;Q3LXA3-2	-0.315308	TKFC	0.0026823163695143034	0.00577758426648431	-0.11652306941905949	-0.5986061269305604	ENSG00000149476	protein_coding	11	4511	no	no	significant
NA	0.903072	2.06202	32	+	NA	Peptide deformylase, mitochondrial	hCG_2027080;PDF	A0A024R6Y3;Q9HBH1	A0A024R6Y3;Q9HBH1	-0.441232	PDF	0.00866921951607685	0.016577134659065938	-0.14708707960425624	-0.6008079661689626	ENSG00000258429	protein_coding	16	4512	no	no	not_significant
NA	0.901085	2.02762	32	+	NA	Zinc finger and BTB domain-containing protein 7A	ZBTB7A	O95365	O95365	-0.392414	ZBTB7A	0.00938382716120887	0.017784121104785673	-0.1502648919623677	-0.6032205955406788	ENSG00000178951	protein_coding	19	4513	no	no	not_significant
NA	0.887971	1.80428	32	+	NA	28S ribosomal protein S18c, mitochondrial	MRPS18C	A0A024RDH9;Q9Y3D5;H0YAG5;D6RCM2	A0A024RDH9;Q9Y3D5;H0YAG5;D6RCM2	-0.41484	MRPS18C	0.01569350680323365	0.028203616992501276	-0.1714155341220811	-0.6091714537210149	ENSG00000163319	protein_coding	4	4514	no	no	not_significant
NA	0.933497	3.05869	32	+	NA	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 5	PPP5C	Q9BPW0;H0YDU8;A0A024R0Q7;P53041;B4DLP6;Q53FR0;B2R6R6;B4DDZ8;A8MU39;M0R196;A0A087WY80;Q59F46;B7Z1I1;E7EU14	Q9BPW0;H0YDU8;A0A024R0Q7;P53041;B4DLP6;Q53FR0;B2R6R6;B4DDZ8;A8MU39	-0.275647	PPP5C	8.735947190023416e-4	0.002092296569446352	-0.09928270884946541	-0.6106624027260927	ENSG00000011485	protein_coding	19	4515	no	no	significant
NA	0.904943	2.13599	32	+	NA	Anthrax toxin receptor 2	ANTXR2	P58335-4;J3KPY9;A4FUA5;P58335-2;P58335;Q32Q26;P58335-3;A0A0C4DG84	P58335-4;J3KPY9;A4FUA5;P58335-2;P58335;Q32Q26;P58335-3	-0.425297	ANTXR2	0.007311559187767855	0.014218453464514596	-0.14410117142866496	-0.6107788518275933	ENSG00000163297	protein_coding	4	4516	yes	no	not_significant
NA	0.908816	2.24416	32	+	NA	Zinc transporter 1	SLC30A1	Q9Y6M5	Q9Y6M5	-0.434216	SLC30A1	0.005699542546891673	0.01139171658370333	-0.13793986070777342	-0.614915368030396	ENSG00000170385	protein_coding	1	4517	no	no	not_significant
NA	0.915228	2.42082	32	+	NA	Dedicator of cytokinesis protein 6	DOCK6	Q96HP0;K7ESB7;B7Z9U8;B4DIL4;K7EP20;K7EP51;K7EKT0	Q96HP0;K7ESB7;B7Z9U8;B4DIL4	-0.35506	DOCK6	0.003794722304632227	0.00788617761265115	-0.12779690504901015	-0.6166364304149536	ENSG00000130158	protein_coding	19	4518	no	no	significant
NA	0.839174	1.25937	28	+	NA	Transcription intermediary factor 1-alpha	TRIM24	A0A024R784;O15164-2;O15164;B4DYZ9;Q6ZSA6	A0A024R784;O15164-2;O15164;B4DYZ9;Q6ZSA6	-0.531025	TRIM24	0.05503386320563676	0.08609395650484637	-0.2529581150800721	-0.6169220203343774	ENSG00000122779	protein_coding	7	4519	no	no	not_significant
NA	0.90042	2.06266	32	+	NA	Ribosomal protein S6 kinase alpha-5	RPS6KA5	O75582;O75582-3;O75582-2;G3V2D1;G3V4D7;Q9UG98	O75582;O75582-3;O75582-2	-0.39917	RPS6KA5	0.008656453490741824	0.01655784360864443	-0.15132999280390538	-0.618317036211907	ENSG00000100784	protein_coding	14	4520	no	no	not_significant
NA	0.909628	2.28216	32	+	NA	Uncharacterized protein KIAA2013	KIAA2013	Q8IYS2;Q8IYS2-2;B2RXJ9;A0A024R4J3	Q8IYS2;Q8IYS2-2	-0.384426	KIAA2013	0.0052220376657842755	0.010518918868146567	-0.1366514312031385	-0.6200175065439157	ENSG00000116685	protein_coding	1	4521	no	no	not_significant
NA	0.922165	2.66228	32	+	NA	Conserved oligomeric Golgi complex subunit 2	COG2	B1ALW7;Q14746;Q14746-2;B7Z2Y2;B7Z819;B7Z7N2;V9GY21	B1ALW7;Q14746;Q14746-2;B7Z2Y2;B7Z819;B7Z7N2	-0.306562	COG2	0.0021763062034824907	0.004786016202822092	-0.11690318438004403	-0.6226207074024669	ENSG00000135775	protein_coding	1	4522	no	no	significant
NA	0.880899	1.73172	32	+	NA	Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6	ITGA6	P23229-5;P23229-3;P23229;H7BZ97;C9JXX7	P23229-5;P23229-3;P23229	-0.388154	ITGA6	0.018547270247251883	0.032732967810789285	-0.18295147931961905	-0.6230432957413679	ENSG00000091409	protein_coding	2	4523	yes	no	not_significant
NA	0.883273	1.76929	32	+	NA	Mitochondrial import inner membrane translocase subunit Tim13	TIMM13	Q9Y5L4;K7EIT2	Q9Y5L4;K7EIT2	-0.458269	TIMM13	0.017010222720037823	0.030279567444074236	-0.17906868320402422	-0.6236840499970271	ENSG00000099800	protein_coding	19	4524	no	no	not_significant
NA	0.900053	2.07567	32	+	NA	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	ECSIT	Q9BQ95;Q9BQ95-4;Q9BQ95-2;J3KTF5;K7EPL5;K7EN32;Q9BQ95-3;K7EJI1;K7EIK2;K7EJG5	Q9BQ95;Q9BQ95-4;Q9BQ95-2;J3KTF5	-0.380793	ECSIT	0.008400980951799817	0.016129048806560096	-0.1519181372385503	-0.6247278707850067	ENSG00000130159	protein_coding	19	4525	no	no	not_significant
NA	0.845945	1.34106	23	+	NA	Toll/interleukin-1 receptor domain-containing adapter protein	TIRAP	A0A024R3M4;P58753;P58753-2;P58753-3	A0A024R3M4;P58753;P58753-2;P58753-3	-0.647662	TIRAP	0.045597391647497466	0.07316405551326526	-0.24136422682186204	-0.6280515687824813	ENSG00000150455	protein_coding	11	4526	no	no	not_significant
NA	0.911933	2.37657	32	+	NA	Apolipoprotein B receptor	APOBR	Q0VD83;Q0VD83-4;Q0VD83-3;Q0VD83-2	Q0VD83;Q0VD83-4;Q0VD83-3	-0.372148	APOBR	0.004201747980432453	0.008652550619711718	-0.13300026185534267	-0.6294508932027436	ENSG00000184730	protein_coding	16	4527	yes	no	significant_inflammatory
NA	0.865554	1.5532	32	+	NA	UDP-glucose 4-epimerase	GALE	Q14376;Q14376-2;Q5QPP4;Q5QPP3;A0A024RAB7;Q5QPP1;Q5QPP9	Q14376;Q14376-2;Q5QPP4;Q5QPP3;A0A024RAB7;Q5QPP1	-0.467542	GALE	0.027976926378546516	0.047218698887808865	-0.20830426593440785	-0.633081494067503	ENSG00000117308	protein_coding	1	4528	no	no	not_significant
NA	0.92367	2.77297	32	+	NA	Rab-like protein 6	RABL6	Q3YEC7;H0Y4Z8;Q3YEC7-2;F2Z2T0;Q3YEC7-3;G3V154;Q3YEC7-4;Q3YEC7-6;Q3YEC7-5	Q3YEC7;H0Y4Z8;Q3YEC7-2;F2Z2T0;Q3YEC7-3;G3V154;Q3YEC7-4;Q3YEC7-6	-0.318244	RABL6	0.0016866695323683478	0.0037997684474192577	-0.1145505835054434	-0.6363473436442761	ENSG00000196642	protein_coding	9	4529	no	no	significant
NA	0.924625	2.81	32	+	NA	Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment	AGRN	O00468-6;O00468-3;O00468-5;O00468-4;O00468-7;O00468;A0A087X208;O00468-2;Q5XG79;B3KMM7;H0Y5U1;Q15952	O00468-6;O00468-3;O00468-5;O00468-4;O00468-7;O00468;A0A087X208;O00468-2	-0.321093	AGRN	0.0015488166189124811	0.0035135297033583213	-0.11305972421441292	-0.6368683409436128	ENSG00000188157	protein_coding	1	4530	no	no	significant
NA	0.904123	2.2061	32	+	NA	Band 4.1-like protein 2	EPB41L2	O43491;E9PHY5;O43491-4;E9PK52;O43491-3;E9PII3;O43491-2;I6L9B1;Q59FD8;H0Y5B0;E9PQD2;Q6R5J7;E9PRG1;E9PIG0;B4DJ76;E9PMV8;E9PQN0;E9PJP4;Q6ZSX4;Q9H1C6;E9PMG5;Q9UG62;E9PN54;E9PPC9	O43491;E9PHY5;O43491-4;E9PK52;O43491-3;E9PII3;O43491-2;I6L9B1;Q59FD8	-0.321717	EPB41L2	0.00622157011728757	0.012292073356327902	-0.14540903970383884	-0.6373136505733555	ENSG00000079819	protein_coding	6	4531	no	no	not_significant
NA	0.950482	4.3029	32	+	NA	Dynamin-1-like protein	DNM1L	O00429;O00429-6;D3DUW5;O00429-3;D3DUW6;O00429-5;B4DYR6;O00429-7;F8VZ52;F8VUJ9;B4DDQ3;B4DPZ9;F8W1W3;F8VR28;F8VYL3;H0YI79;H0YHY4	O00429;O00429-6;D3DUW5;O00429-3;D3DUW6;O00429-5;B4DYR6;O00429-7	-0.206739	DNM1L	4.9785170637391544e-5	1.5755519196213025e-4	-0.07326878916727207	-0.6400245870735	ENSG00000087470	protein_coding	12	4532	no	no	significant
NA	0.89197	1.96442	32	+	NA	Integrin beta-1	ITGB1	P05556;P05556-2;P05556-5;P05556-4;P05556-3;E7EQW5;C9JPK5;Q5T3E6;E9PLR6;E7EUI6;C9JJP8;Q5T3E5;E9PQJ2;E7ERX5;H7C4N8;C9JNE0	P05556;P05556-2;P05556-5;P05556-4;P05556-3	-0.382243	ITGB1	0.01085375464768589	0.020283958519579794	-0.16493290669140107	-0.6403709877564401	ENSG00000150093	protein_coding	10	4533	no	no	not_significant
NA	0.91225	2.43369	32	+	NA	Cytoplasmic protein NCK2	NCK2	A0A0S2Z4M6;O43639;Q53TG4;E7EPF5;E9PEE2;Q53T91;E7ERP6	A0A0S2Z4M6;O43639;Q53TG4	-0.417063	NCK2	0.0036839183841696228	0.007691205701453392	-0.1324988490776056	-0.6426634050546202	ENSG00000071051	protein_coding	2	4534	no	no	significant
NA	0.834283	1.27052	32	+	NA	Transthyretin	HEL111;TTR	E9KL36;A6XGL1;P02766;A0A087WT59;A6XMH1;A0A087WV45;Q53WY6;Q8TDB2	E9KL36;A6XGL1;P02766;A0A087WT59;A6XMH1;A0A087WV45	-0.600944	TTR	0.05363891692374089	0.0842313515125479	-0.2613912466595662	-0.6432458136674644	ENSG00000118271	protein_coding	18	4535	no	no	not_significant
NA	0.814444	1.12948	29	+	NA	NA	TPSAB1	Q86TM8;Q86UA5	Q86TM8;Q86UA5	-0.78306	TPSAB1	0.07421983764502385	0.11235629767364198	-0.2961125903658635	-0.6437168959579221	ENSG00000172236	protein_coding	16	4536	no	no	not_significant
NA	0.927221	2.94031	32	+	NA	Protein numb homolog	NUMB	B2RCI6;A0A024R6C4;A0A024R6F4;P49757-3;P49757;A0A024R684;A0A024R681;P49757-4;P49757-2;G3V3Z8;P49757-8;P49757-7;P49757-6;P49757-5;Q86SW5;G3V3R1;G3V3M5;Q86SW6;P49757-9;B4DUD7;Q5D0E5;G3V4S6;G3V433	B2RCI6;A0A024R6C4;A0A024R6F4;P49757-3;P49757;A0A024R684;A0A024R681;P49757-4;P49757-2;G3V3Z8;P49757-8;P49757-7;P49757-6;P49757-5;Q86SW5;G3V3R1	-0.321675	NUMB	0.0011473343602884266	0.002671353796695644	-0.1090148535507726	-0.6439403380846552	ENSG00000133961	protein_coding	14	4537	no	no	significant
NA	0.832421	1.26906	28	+	NA	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	COQ10B	B8ZZV9;Q9H8M1-2;Q9H8M1;B8ZZX2;H0YHF1;Q96MF6-3;Q96MF6-2;Q96MF6	B8ZZV9;Q9H8M1-2;Q9H8M1;B8ZZX2	-0.731346	COQ10B	0.05381954229343506	0.08442923631217716	-0.2646147335939082	-0.6505466799720295	ENSG00000115520	protein_coding	2	4538	no	no	not_significant
NA	0.803718	1.07543	32	+	NA	Chymase	CMA1	P23946;P23946-2;Q4FEB5;Q4FEB3	P23946;P23946-2	-0.920737	CMA1	0.08405624788462598	0.12534454712286644	-0.31523870214861216	-0.6508357117508147	ENSG00000092009	protein_coding	14	4539	no	no	not_significant
NA	0.924802	2.88005	32	+	NA	Phospholipid-transporting ATPase;Phospholipid-transporting ATPase IA	ATP8A1	Q59EX4;Q9Y2Q0-3;Q9Y2Q0-2;Q9Y2Q0;B4DII6;Q4G1C1;H0YAA1	Q59EX4;Q9Y2Q0-3;Q9Y2Q0-2;Q9Y2Q0;B4DII6	-0.410237	ATP8A1	0.0013181049773769028	0.0030279202006310425	-0.11278357703691744	-0.652139202665946	ENSG00000124406	protein_coding	4	4540	no	no	significant
NA	0.918416	2.65814	32	+	NA	Tripeptidyl-peptidase 1	TPP1	Q53HP2;D3DQU2;O14773;B4DSE2;B4E0C7;B2R608;B4DIV8;O14773-2;B4DE89;B4DVA5;E7EV34;B4DEQ3	Q53HP2;D3DQU2;O14773;B4DSE2;B4E0C7;B2R608;B4DIV8;O14773-2;B4DE89	-0.350281	TPP1	0.0021971514806571413	0.004826708616832598	-0.12278031903275104	-0.6528776504253059	ENSG00000166340	protein_coding	11	4541	yes	no	significant_inflammatory
NA	0.927362	2.98818	32	+	NA	TBC1 domain family member 17	TBC1D17	Q9HA65;Q9HA65-3;Q9HA65-2;M0R2L2;M0QYC9;Q96RQ7;M0QXA2;Q6YL46;A0A087WXG5	Q9HA65;Q9HA65-3;Q9HA65-2;M0R2L2;M0QYC9	-0.339698	TBC1D17	0.001027590309310751	0.0024226528680052167	-0.10879548348088912	-0.6532044312038812	ENSG00000104946	protein_coding	19	4542	no	no	significant
NA	0.791874	1.01355	32	+	NA	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1	AGAP1	B2RZG9;A0A087X1U1;F5GXM9;X5D293;E7EUN2;Q9UPQ3-2;Q9UPQ3;B4DUR6;B4DIC3;Q53S93;A0A087X044;Q9UPQ3-3;Q4ZG22;A0A0U1RRF1;C9J8Z2;Q53RW1;H7C5G0;H7C4U6;H7C211;H7C0A7	B2RZG9;A0A087X1U1;F5GXM9;X5D293;E7EUN2;Q9UPQ3-2;Q9UPQ3;B4DUR6	-0.849394	AGAP1	0.09692816701999826	0.14190430512586868	-0.33665720250725617	-0.6536398863506525	ENSG00000157985	protein_coding	2	4543	no	no	not_significant
NA	0.816743	1.16143	29	+	NA	UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter	SLC35D1	Q9NTN3;Q9NTN3-2	Q9NTN3;Q9NTN3-2	-0.946475	SLC35D1	0.06895567276272296	0.10518546629617138	-0.2920459099728001	-0.6540212511150989	ENSG00000116704	protein_coding	1	4544	no	no	not_significant
NA	0.83494	1.29872	28	+	NA	Required for meiotic nuclear division protein 1 homolog	RMND1	Q9NWS8;A0A087WXU0;Q9NWS8-2;Q5SZ82;Q9H5X7;Q9NWS8-3	Q9NWS8;A0A087WXU0;Q9NWS8-2;Q5SZ82;Q9H5X7	-0.60381	RMND1	0.05026665661852004	0.07986870619962178	-0.26025556773492825	-0.6544152173711639	ENSG00000155906	protein_coding	6	4545	no	no	not_significant
NA	0.799097	1.05568	30	+	NA	Vacuolar protein sorting-associated protein 37C	VPS37C	F5H4Q5;B4DYD9;A5D8V6	F5H4Q5;B4DYD9;A5D8V6	-0.852952	VPS37C	0.08796704432324497	0.1305154035736437	-0.32355745665890767	-0.6550868341853583	ENSG00000167987	protein_coding	11	4546	no	no	not_significant
NA	0.841608	1.35795	24	+	NA	Interferon-related developmental regulator 2	IFRD2	Q5TZV8;B3KQD7;A0A0R4J2F6;Q12894;Q12894-2;H7C2Z4;H7C444	Q5TZV8;B3KQD7;A0A0R4J2F6;Q12894;Q12894-2;H7C2Z4;H7C444	-0.653694	IFRD2	0.043858118839377944	0.07069646226229376	-0.24877967649113925	-0.6558025594371042	ENSG00000214706	protein_coding	3	4547	no	no	not_significant
NA	0.905341	2.30026	32	+	NA	Serine/threonine-protein kinase A-Raf	ARAF	A0A024R178;Q96II5;P10398;A0A0S2Z3F2;B4DV85;B4DMG5	A0A024R178;Q96II5;P10398;A0A0S2Z3F2;B4DV85	-0.425077	ARAF	0.005008872765984201	0.010145715422484866	-0.1434668039641952	-0.6561517752317508	ENSG00000078061	protein_coding	X	4548	no	no	not_significant
NA	0.878075	1.77884	32	+	NA	Mitochondrial import receptor subunit TOM5 homolog	TOMM5	Q8N4H5;F8W8Z9;Q8N4H5-3;Q8N4H5-2;H3BUX3;H0YFG9	Q8N4H5;F8W8Z9;Q8N4H5-3;Q8N4H5-2	-0.445431	TOMM5	0.016640255871379205	0.0297185071255313	-0.18758392334205845	-0.6568737030079627	ENSG00000175768	protein_coding	9	4549	no	no	not_significant
NA	0.870393	1.67286	32	+	NA	Probable glutamate--tRNA ligase, mitochondrial	EARS2	Q5JPH6;H3BTB7;Q5JPH6-2;O14563	Q5JPH6;H3BTB7;Q5JPH6-2	-0.524599	EARS2	0.021239290254794655	0.03690468416286883	-0.20026114090239058	-0.6579009436189269	ENSG00000103356	protein_coding	16	4550	no	no	not_significant
NA	0.873151	1.71424	32	+	NA	Ubiquitin-associated domain-containing protein 1	UBADC1;UBAC1	A0A024R8I2;A0A140VK64;Q9BSL1	A0A024R8I2;A0A140VK64;Q9BSL1	-0.492624	UBAC1	0.019309009668165903	0.03394170431720806	-0.19569692429358232	-0.6593744330666289	ENSG00000130560	protein_coding	9	4551	no	no	not_significant
NA	0.900245	2.19459	32	+	NA	von Willebrand factor A domain-containing protein 5A	LOH11CR2A;VWA5A	A0A024R3H3;O00534;A8K6N3;B4DHS6;B2RC43;O00534-3;O00534-2;O00534-4	A0A024R3H3;O00534;A8K6N3;B4DHS6;B2RC43;O00534-3;O00534-2	-0.39122	VWA5A	0.0063886632966131405	0.012606092478064984	-0.15161041324074456	-0.6606619409767533	ENSG00000110002	protein_coding	11	4552	no	no	not_significant
NA	0.907055	2.35762	32	+	NA	Heme-binding protein 2	HEBP2	Q05DB4;Q9Y5Z4;Q9Y5Z4-2;Q5THN1;C9IZA0	Q05DB4;Q9Y5Z4;Q9Y5Z4-2	-0.353927	HEBP2	0.004389145723062682	0.008990552219748139	-0.14073806252217672	-0.6606963912496566	ENSG00000051620	protein_coding	6	4553	no	no	significant
NA	0.838938	1.34408	31	+	NA	Zinc finger protein 592	ZNF592	H0YM74;Q92610	H0YM74;Q92610	-0.718743	ZNF592	0.045281416076975174	0.07271365282264723	-0.2533638997141066	-0.6608483110389773	ENSG00000166716	protein_coding	15	4554	no	no	not_significant
NA	0.936802	3.47837	32	+	NA	E3 ubiquitin/ISG15 ligase TRIM25	TRIM25	Q14258	Q14258	-0.249403	TRIM25	3.323762625233151e-4	8.698327581228018e-4	-0.09418393900233148	-0.6618096619514131	ENSG00000121060	protein_coding	17	4555	yes	no	significant_inflammatory
NA	0.884157	1.89041	32	+	NA	O-phosphoseryl-tRNA(Sec) selenium transferase	SEPSECS	Q9HD40;A1A4F3;B7Z8P7;Q9HD40-3;D6R969;H0Y9D2;J3KP25;Q9HD40-2	Q9HD40;A1A4F3;B7Z8P7;Q9HD40-3	-0.511975	SEPSECS	0.0128703394086048	0.023631288272806437	-0.1776255227705214	-0.6624022507726728	ENSG00000109618	protein_coding	4	4556	no	no	not_significant
NA	0.861792	1.58019	32	+	NA	Leukocyte immunoglobulin-like receptor subfamily B member 5	LILRB5;FLJ00275	A0A0G2JMX5;A0A0G2JPM8;A0A0G2JNP3;O75023;O75023-3;A0A0G2JNY7;O75023-2;Q8NF80;A0A0G2JNF6;A0A0G2JMR1;A0A0G2JNR0	A0A0G2JMX5;A0A0G2JPM8;A0A0G2JNP3;O75023;O75023-3;A0A0G2JNY7;O75023-2;Q8NF80	-0.590063	LILRB5	0.026291175245583248	0.04467838079656136	-0.21458838888963183	-0.6641054291459422	ENSG00000105609	protein_coding	19	4557	no	no	not_significant
NA	0.769331	0.920888	32	+	NA	Somatostatin;Somatostatin-28;Somatostatin-14	SST	P61278	P61278	-0.833703	SST	0.11998086813523866	0.17040920729175835	-0.37832365233594134	-0.6658907593860779	ENSG00000157005	protein_coding	3	4558	no	no	not_significant
NA	0.899687	2.20888	32	+	NA	Mitochondrial intermediate peptidase	MIPEP	Q99797;Q5SXX7;A0A024R9A8;A0A024R976;Q9NVF9-3;Q9NVF9;Q9NVF9-2	Q99797	-0.393974	MIPEP	0.006181871879745627	0.012233182625391028	-0.1525049179871522	-0.6691087717328146	ENSG00000027001	protein_coding	13	4559	no	no	not_significant
NA	0.870299	1.70231	32	+	NA	Sterile alpha and TIR motif-containing protein 1	SARM1	Q0D2N8;Q6SZW1;Q6SZW1-2;Q05B42;B4DXM0;J3KRZ6;J3KSG7;B3KSI2	Q0D2N8;Q6SZW1;Q6SZW1-2;Q05B42	-0.533481	SARM1	0.019846777459165146	0.03477825780886293	-0.2004169563297899	-0.6703734744824343	ENSG00000004139	protein_coding	17	4560	no	no	not_significant
NA	0.904258	2.3239	32	+	NA	E3 ubiquitin-protein ligase RNF123	hCG_20123;RNF123	B3KU09;A0A024R2V1;Q5XPI4;Q5XPI4-2;C9JS59;C9JI97;C9J266;H7C3U1;F8WB91;C9JN91	B3KU09;A0A024R2V1;Q5XPI4;Q5XPI4-2;C9JS59	-0.393803	RNF123	0.004743511960856962	0.009641342888434252	-0.1451936383798017	-0.6714704297762366	ENSG00000164068	protein_coding	3	4561	no	no	significant
NA	0.880613	1.86753	32	+	NA	Dystrophin	DMD	P11532-4;P11532;E9PDN5;A0A075B6G3;A0A087WV90;A0A087WTU7;P11532-3;P11532-2;H0Y304;Q59HC3;A1L0U9;A7E212;E7EQS5;F8VX32;E7ESB2;F5GZY3;E7EQR9;Q14205;A0A0S2Z3B5;A0A0S2Z3J7;P11532-8;P11532-7;P11532-5;P11532-6;B4DSV7;Q4G0X0;P11532-10;P11532-9;Q9UEH4;Q9UMK6;H0Y3E8;Q6PK12;Q14172;A0A0S2Z3B2;Q8WYC8;H0Y864;Q9UMK7;Q8WYD9;Q8WYD4;Q8WYC2;Q8WYE4;Q14174;Q7Z4G3;Q8WYC6;Q8TCV2;Q8WYC7;Q8WYD1;Q8WYD5;Q8WYD6;Q8WYC0;Q8WYC4;Q8WYE1;Q8WYF6;Q8WYF4;Q8WYF5;Q9UPB5;Q8WYC3;Q8WYF1;Q8WYE5;A0A0B4J1W6;Q8WYE2;Q8WYD3;Q8WYC1;Q9UPB4;Q8WYE7;Q8WYE3;Q8WYD8;Q15945;A0A0S2Z3M6;Q9UMG1	P11532-4;P11532;E9PDN5;A0A075B6G3;A0A087WV90;A0A087WTU7;P11532-3;P11532-2	-0.479184	DMD	0.01356656812530417	0.024740683363869354	-0.18341995275076212	-0.6756015374888814	ENSG00000198947	protein_coding	X	4562	no	no	not_significant
NA	0.883513	1.92032	32	+	NA	Glucosamine-6-phosphate isomerase;Glucosamine-6-phosphate isomerase 1	GNPDA1	A8K3S1;P46926;D6RAY7;D6R9P4;D6RFF8;P46926-2;B3KMV2;D6RB13;D6R917;V9GYK3;V9GYW0	A8K3S1;P46926;D6RAY7;D6R9P4;D6RFF8;P46926-2;B3KMV2	-0.477935	GNPDA1	0.012013788997277909	0.022210245488540087	-0.17867673215625376	-0.6774495772533794	ENSG00000113552	protein_coding	5	4563	no	no	not_significant
